6,5
6,3
6,4
7,3
7,4
7,5
7,6
8,4
8,5
8,6
8,7
9,4
9,5
9,6
9,7
9,8
10,4
10,5
10,6
10,7
10,8
11,5
11,6
11,7
11,8
11,9
