D (in),P (in),Power (W),RPM,Thrust (N),Speed (m/s),Weight,KV,Max Amps
7,5,91,10200,4.7856452,21.592032,0,0,0
7,5,92,10200,4.6483521,21.592032,0,0,0
7,5,92,10260,4.5895122,21.726144,0,0,0
7,5,93,9480,3.87362675,20.072096,0,0,0
7,5,93,9480,3.87362675,20.072096,0,0,0
7,5,93,10230,4.59931885,21.636736,0,0,0
7,5,94,9360,3.8638201,19.803872,0,0,0
7,5,94,9750,4.118793,20.653248,0,0,0
7,5,94,10290,4.8052585,21.770848,0,0,0
7,5,94,10290,4.8052585,21.770848,0,0,0
7,5,94,10650,4.9621649,22.530816,0,0,0
7,5,95,10170,4.4914457,21.547328,0,0,0
7,5,95,10350,4.707192,21.90496,34,5150,10
7,5,95,10350,4.7856452,21.90496,0,0,0
7,5,95,10350,4.7856452,21.90496,0,0,0
7,5,96,10320,4.87390505,21.860256,0,0,0
7,5,97,10020,4.6287388,21.189696,0,0,0
7,5,97,10110,4.5306723,21.413216,0,0,0
7,5,97,10170,4.5306723,21.547328,0,0,0
7,5,98,9660,4.2953127,20.429728,0,0,0
7,5,98,9870,4.24627945,20.876768,0,0,0
7,5,98,10650,4.6875787,22.530816,0,0,0
7,5,99,10110,4.56009225,21.413216,0,0,0
7,5,99,10230,4.7268053,21.636736,0,0,0
7,5,99,10290,4.71699865,21.770848,0,0,0
7,5,99,10470,4.9229383,22.173184,0,0,0
7,5,99,10590,4.95235825,22.396704,0,0,0
7,5,99,10590,4.95235825,22.396704,0,0,0
7,5,99,10650,4.97197155,22.530816,63,1435,0
7,5,101,10470,4.91313165,22.173184,0,0,0
7,5,102,10260,4.9229383,21.726144,0,0,0
7,5,102,10320,4.707192,21.860256,0,0,0
7,5,103,10320,4.93274495,21.860256,0,0,0
7,5,103,10590,5.10926465,22.396704,0,0,0
7,5,104,10650,5.1582979,22.530816,0,0,0
7,5,104,10650,5.1582979,22.530816,0,0,0
7,5,104,10770,5.28578435,22.79904,0,0,0
7,5,104,10800,5.0602314,22.843744,0,0,0
7,5,105,9330,3.92266,19.759168,0,0,0
7,5,105,9330,3.92266,19.759168,0,0,0
7,5,105,10500,5.01119815,22.217888,0,0,0
7,5,106,10170,4.65815875,21.502624,0,0,0
7,5,106,10170,4.65815875,21.502624,0,0,0
7,5,106,10410,4.77583855,22.039072,0,0,0
7,5,106,10620,4.95235825,22.486112,0,0,0
7,5,107,10020,4.5895122,21.189696,0,0,0
7,5,107,10620,5.1190713,22.486112,0,0,0
7,5,107,10620,5.1190713,22.486112,0,0,0
7,5,107,10740,5.3152043,22.754336,0,0,0
7,5,107,11100,5.54075725,23.514304,0,0,0
7,5,108,9930,4.46202575,21.01088,0,0,0
7,5,108,10680,5.05042475,22.620224,0,0,0
7,5,108,10680,5.07003805,22.620224,0,0,0
7,5,108,10950,5.0406181,23.201376,0,0,0
7,5,109,9570,4.1972462,20.250912,0,0,0
7,5,109,10350,4.9425516,21.90496,0,0,0
7,5,110,9870,4.3541526,20.876768,0,0,0
7,5,110,10770,5.1386846,22.79904,0,0,0
7,5,110,10800,4.9621649,22.843744,0,0,0
7,5,110,10920,5.3152043,23.111968,0,0,0
7,5,111,10380,4.903325,21.949664,0,0,0
7,5,112,10080,4.6875787,21.323808,0,0,0
7,5,113,10650,4.95235825,22.530816,0,0,0
7,5,113,10650,5.18771785,22.530816,0,0,0
7,5,113,10830,5.2367511,22.933152,0,0,0
7,5,113,10980,5.3152043,23.24608,0,0,0
7,5,114,9810,4.314926,20.742656,0,0,0
7,5,114,10770,5.2171378,22.79904,0,0,0
7,5,114,10770,5.2171378,22.79904,0,0,0
7,5,115,10800,5.5309506,22.843744,0,0,0
7,5,115,10920,5.50153065,23.111968,0,0,0
7,5,116,11040,5.6486304,23.380192,0,0,0
7,5,117,11040,5.1582979,23.380192,0,0,0
7,5,119,10710,5.0602314,22.664928,0,0,0
7,5,119,10860,5.1975245,22.977856,0,0,0
7,5,120,11190,5.5701772,23.69312,0,0,0
7,5,121,11010,5.1582979,23.290784,0,0,0
7,5,121,11100,5.491724,23.514304,0,0,0
7,5,121,11100,5.491724,23.514304,0,0,0
7,5,122,10830,5.491724,22.933152,0,0,0
7,5,122,10830,5.491724,22.933152,0,0,0
7,5,122,11040,5.16810455,23.380192,0,0,0
7,5,123,11310,5.81534345,23.91664,0,0,0
7,5,124,11310,5.687857,23.91664,0,0,0
7,5,124,11310,5.687857,23.91664,0,0,0
7,5,125,11010,5.48191735,23.290784,0,0,0
7,5,125,11220,5.65843705,23.737824,34,5150,10
7,5,126,10830,5.1975245,22.933152,0,0,0
7,5,126,11250,5.69766365,23.827232,0,0,0
7,5,126,11280,6.0212831,23.871936,0,0,0
7,5,127,10830,5.491724,22.933152,0,0,0
7,5,128,10200,4.903325,21.592032,0,0,0
7,5,129,10590,4.9229383,22.396704,0,0,0
7,5,130,11040,5.52114395,23.380192,0,0,0
7,5,130,11040,5.69766365,23.380192,0,0,0
7,5,130,11370,5.9428299,24.050752,0,0,0
7,5,130,11550,5.93302325,24.453088,63,1435,0
7,5,131,10710,5.295591,22.664928,0,0,0
7,5,131,10770,5.22694445,22.79904,0,0,0
7,5,131,10770,5.22694445,22.79904,0,0,0
7,5,131,11250,5.7466969,23.827232,0,0,0
7,5,131,11460,5.9820565,24.274272,0,0,0
7,5,132,11370,5.85457005,24.050752,0,0,0
7,5,133,10620,5.5309506,22.486112,0,0,0
7,5,133,11040,5.7074703,23.380192,0,0,0
7,5,133,11670,5.8447634,24.721312,0,0,0
7,5,134,11400,5.91340995,24.14016,0,0,0
7,5,134,11700,5.79573015,24.766016,0,0,0
7,5,135,11430,5.9428299,24.184864,0,0,0
7,5,135,11520,6.080123,24.36368,0,0,0
7,5,136,11070,5.491724,23.424896,0,0,0
7,5,136,11520,6.1389629,24.36368,0,0,0
7,5,136,12000,6.56064885,25.391872,0,0,0
7,5,137,11790,6.14876955,24.944832,0,0,0
7,5,138,10680,5.16810455,22.620224,0,0,0
7,5,138,11250,5.7663102,23.827232,0,0,0
7,5,138,11400,5.9036033,24.14016,0,0,0
7,5,138,11460,5.8447634,24.274272,0,0,0
7,5,139,10650,5.4524974,22.530816,0,0,0
7,5,141,11130,5.7859235,23.559008,0,0,0
7,5,141,11550,5.9820565,24.453088,0,0,0
7,5,141,11550,5.9820565,24.453088,0,0,0
7,5,142,11580,5.93302325,24.497792,0,0,0
7,5,142,11640,5.9820565,24.631904,0,0,0
7,5,143,11100,5.7466969,23.514304,0,0,0
7,5,143,11850,6.34490255,25.078944,0,0,0
7,5,144,11700,6.40374245,24.766016,0,0,0
7,5,144,11820,6.3743225,25.03424,0,0,0
7,5,144,12000,6.54103555,25.391872,0,0,0
7,5,145,11670,6.080123,24.721312,0,0,0
7,5,146,11430,5.7663102,24.184864,0,0,0
7,5,146,11430,5.99186315,24.184864,0,0,0
7,5,150,11670,6.1389629,24.721312,0,0,0
7,5,151,11700,6.2174161,24.766016,0,0,0
7,5,151,11700,6.2174161,24.766016,0,0,0
7,5,151,11910,5.88399,25.213056,0,0,0
7,5,152,11550,6.080123,24.453088,0,0,0
7,5,152,12030,6.52142225,25.48128,0,0,0
7,5,153,11850,6.4527757,25.078944,0,0,0
7,5,153,11850,6.4527757,25.078944,0,0,0
7,5,155,11430,5.8251501,24.184864,0,0,0
7,5,155,11760,6.18799615,24.900128,0,0,0
7,5,155,12000,6.52142225,25.391872,0,0,0
7,5,155,12000,6.52142225,25.391872,0,0,0
7,5,158,10620,5.295591,22.486112,0,0,0
7,5,158,12060,6.56064885,25.525984,34,5150,10
7,5,162,11970,6.1978028,25.347168,0,0,0
7,5,163,11580,6.32528925,24.497792,0,0,0
7,5,163,12390,6.95291485,26.241248,63,1435,0
7,5,165,12090,6.67832865,25.570688,0,0,0
7,5,166,11760,6.080123,24.900128,0,0,0
7,5,166,12360,7.18827445,26.15184,0,0,0
7,5,169,11820,6.40374245,25.03424,0,0,0
7,5,169,11940,6.6881353,25.25776,0,0,0
7,5,169,12360,7.05098135,26.15184,0,0,0
7,5,170,12270,6.87446165,25.973024,0,0,0
7,5,171,11730,6.58026215,24.81072,0,0,0
7,5,171,12030,6.65871535,25.48128,0,0,0
7,5,171,12420,7.34518085,26.285952,0,0,0
7,5,173,12570,7.46286065,26.59888,0,0,0
7,5,174,11250,6.12915625,23.827232,0,0,0
7,5,174,11820,6.5508422,25.03424,0,0,0
7,5,174,11940,6.5508422,25.25776,0,0,0
7,5,175,12360,6.9627215,26.15184,0,0,0
7,5,177,12060,6.7077486,25.525984,0,0,0
7,5,177,12060,6.7077486,25.525984,0,0,0
7,5,177,12690,7.10982125,26.867104,0,0,0
7,5,178,12030,6.36451585,25.48128,0,0,0
7,5,178,12480,7.0215614,26.420064,0,0,0
7,5,179,11670,6.5116156,24.721312,0,0,0
7,5,180,12660,7.07059465,26.777696,0,0,0
7,5,184,12360,7.01175475,26.15184,0,0,0
7,5,184,12360,7.01175475,26.15184,0,0,0
7,5,184,12780,7.4922806,27.04592,0,0,0
7,5,187,12570,7.060788,26.59888,0,0,0
7,5,187,12840,7.79628675,27.180032,0,0,0
7,5,188,13200,7.6884136,27.94,0,0,0
7,5,189,13110,7.91396655,27.761184,0,0,0
7,5,192,12810,7.52170055,27.090624,0,0,0
7,5,193,12180,6.7862018,25.794208,0,0,0
7,5,194,12330,7.0019481,26.107136,0,0,0
7,5,194,12570,7.14904785,26.59888,0,0,0
7,5,194,12570,7.14904785,26.59888,0,0,0
7,5,197,12990,7.8649333,27.49296,0,0,0
7,5,198,12960,7.6099604,27.448256,0,0,0
7,5,198,12960,7.6099604,27.448256,0,0,0
7,5,200,12120,7.10982125,25.660096,0,0,0
7,5,201,12840,7.3549875,27.180032,0,0,0
7,5,208,12360,7.2765343,26.15184,0,0,0
7,5,209,12420,7.10982125,26.285952,0,0,0
7,5,211,12810,7.52170055,27.090624,0,0,0
7,5,211,13320,8.433719,28.208224,0,0,0
7,5,216,12810,7.7276402,27.090624,0,0,0
7,5,217,13290,8.0610663,28.118816,0,0,0
7,5,221,13200,8.03164635,27.94,0,0,0
7,5,227,13050,7.87473995,27.627072,0,0,0
7,5,227,13050,7.87473995,27.627072,0,0,0
7,5,235,12900,7.649187,27.314144,0,0,0
7,5,237,13560,8.75733845,28.699968,0,0,0
7,5,238,13320,8.0022264,28.208224,0,0,0
7,5,243,13290,8.09048625,28.118816,0,0,0
7,5,243,13290,8.09048625,28.118816,0,0,0
7,5,244,13830,8.93385815,29.28112,0,0,0
7,5,245,13620,8.48275225,28.83408,0,0,0
7,5,250,13710,8.77695175,29.012896,0,0,0
7,5,251,11910,6.40374245,25.213056,0,0,0
7,5,275,13050,8.041453,27.627072,0,0,0
7,5,295,12600,7.4726673,26.688288,0,0,0
7,5,308,14850,10.2577559,31.426912,0,0,0
7,5,311,13740,8.629852,29.102304,0,0,0
7,5,312,14550,10.3165958,30.801056,0,0,0
7,5,313,14130,10.1204628,29.906976,0,0,0
7,5,330,15100,10.38524235,31.96336,63,1435,0
7,5,333,13890,9.12999115,29.415232,0,0,0
7,5,337,14610,9.95374975,30.935168,0,0,0
7,5,357,15210,11.1991943,32.18688,0,0,0
7,5,361,15390,10.1793027,32.589216,0,0,0
7,5,378,14850,10.1008495,31.426912,0,0,0
7,5,378,14850,10.1008495,31.426912,0,0,0
7,5,430,15540,11.3561007,32.902144,0,0,0
7,5,446,15690,11.81701325,33.215072,0,0,0
7,5,454,16050,11.8464332,33.97504,0,0,0
7,5,487,16050,12.3171524,33.97504,0,0,0
7,6,25,5910,1.5886773,15.020544,0,0,0
7,6,33,6450,1.89268345,16.361664,0,0,0
7,6,41,7260,2.40262925,18.418048,0,0,0
7,6,42,6960,2.20649625,17.65808,0,0,0
7,6,49,7770,2.8047019,19.714464,0,0,0
7,6,51,7350,2.50069575,18.686272,0,0,0
7,6,57,8010,2.9616083,20.34032,0,0,0
7,6,58,8220,3.16754795,20.876768,0,0,0
7,6,58,8220,3.16754795,20.876768,0,0,0
7,6,60,8310,3.2558078,21.100288,0,0,0
7,6,61,8460,3.4323275,21.502624,0,0,0
7,6,68,8670,3.5500073,22.039072,0,0,0
7,6,72,8850,3.67749375,22.486112,0,0,0
7,6,72,8850,3.67749375,22.486112,0,0,0
7,6,75,8670,3.54020065,22.039072,0,0,0
7,6,78,9120,4.0207265,23.156672,0,0,0
7,6,78,9120,4.0207265,23.156672,0,0,0
7,6,79,8280,3.1969679,21.01088,0,0,0
7,6,82,9300,4.1776329,23.603712,0,0,0
7,6,85,9420,4.30511935,23.91664,0,0,0
7,6,91,9600,4.48163905,24.36368,0,0,0
7,6,94,9270,4.0403398,23.559008,0,0,0
7,6,100,9930,4.83467845,25.213056,0,0,0
7,6,100,9930,4.83467845,25.213056,0,0,0
7,6,103,9960,4.903325,25.302464,0,0,0
7,6,103,9960,4.903325,25.302464,0,0,0
7,6,109,10200,5.12887795,25.92832,0,0,0
7,6,115,9930,4.83467845,25.213056,0,0,0
7,6,117,10410,5.34462425,26.420064,0,0,0
7,6,118,10380,5.2563644,26.37536,0,0,0
7,6,130,10860,5.75650355,27.582368,0,0,0
7,6,130,10860,5.75650355,27.582368,0,0,0
7,6,133,10710,5.63882375,27.224736,0,0,0
7,6,133,10710,5.63882375,27.224736,0,0,0
7,6,141,11040,6.0605097,28.029408,0,0,0
7,6,150,11100,6.08992965,28.208224,0,0,0
7,6,153,11280,6.30567595,28.655264,0,0,0
7,6,166,11430,6.52142225,29.012896,0,0,0
7,6,166,11430,6.52142225,29.012896,0,0,0
7,6,172,11790,6.8450417,29.95168,0,0,0
7,6,172,11790,6.8450417,29.95168,0,0,0
7,6,177,11700,6.864655,29.72816,0,0,0
7,6,196,12090,7.1588545,30.711648,0,0,0
7,6,219,12600,7.84532,32.008064,0,0,0
7,6,219,12600,7.84532,32.008064,0,0,0
8,4,27,6180,2.353596,10.460736,0,0,0
8,4,29,6300,2.40262925,10.684256,0,0,0
8,4,32,6540,2.73605535,11.086592,0,0,0
8,4,34,6630,2.745862,11.220704,0,0,0
8,4,34,6630,2.75566865,11.220704,0,0,0
8,4,38,6960,3.0008349,11.801856,0,0,0
8,4,40,7020,2.97141495,11.891264,0,0,0
8,4,41,7110,3.03025485,12.025376,0,0,0
8,4,41,7110,3.2361945,12.025376,0,0,0
8,4,42,7260,3.08909475,12.2936,0,0,0
8,4,43,7290,3.3931009,12.338304,0,0,0
8,4,44,6750,2.81450855,11.444224,0,0,0
8,4,44,6750,2.81450855,11.444224,0,0,0
8,4,44,6900,2.93218835,11.667744,0,0,0
8,4,44,7320,3.1185147,12.383008,0,0,0
8,4,45,7290,3.28522775,12.338304,0,0,0
8,4,46,7290,3.3734876,12.338304,0,0,0
8,4,48,7410,3.48136075,12.561824,0,0,0
8,4,50,7200,3.20677455,12.204192,0,0,0
8,4,51,6960,3.0596748,11.801856,0,0,0
8,4,51,6960,3.0596748,11.801856,0,0,0
8,4,52,7740,3.77556025,13.098272,0,0,0
8,4,52,7920,3.9030467,13.4112,0,0,0
8,4,53,7740,3.726527,13.098272,0,0,0
8,4,55,7710,3.6284605,13.053568,0,0,0
8,4,57,7950,4.0403398,13.455904,0,0,0
8,4,57,8010,4.1384063,13.545312,0,0,0
8,4,58,7920,3.8638201,13.4112,0,0,0
8,4,59,7830,3.93246665,13.277088,0,0,0
8,4,60,8040,4.2168595,13.590016,0,0,0
8,4,60,8100,3.9030467,13.724128,0,0,0
8,4,60,8100,4.24627945,13.724128,0,0,0
8,4,62,7770,3.4519408,13.142976,0,0,0
8,4,62,8040,4.0795664,13.63472,0,0,0
8,4,62,8160,3.9422733,13.813536,0,0,0
8,4,63,7860,3.8049802,13.321792,0,0,0
8,4,65,7860,3.89324005,13.321792,0,0,0
8,4,65,8190,4.30511935,13.85824,0,0,0
8,4,66,8340,4.38357255,14.126464,0,0,0
8,4,69,8160,4.18743955,13.813536,0,0,0
8,4,69,8160,4.28550605,13.813536,0,0,0
8,4,69,8340,4.32473265,14.126464,0,0,0
8,4,70,8040,3.99130655,13.590016,0,0,0
8,4,70,8490,4.6679654,14.394688,0,0,0
8,4,72,8520,4.5502856,14.439392,0,0,0
8,4,73,8400,4.38357255,14.215872,0,0,0
8,4,73,8580,4.7464186,14.5288,0,0,0
8,4,73,8670,4.903325,14.662912,0,0,0
8,4,73,8880,5.0210048,15.020544,0,0,0
8,4,74,8250,4.20705285,13.947648,0,0,0
8,4,74,8370,4.5895122,14.171168,0,0,0
8,4,76,8700,4.6287388,14.75232,0,0,0
8,4,78,8730,4.6679654,14.797024,0,0,0
8,4,79,8790,5.0602314,14.886432,0,0,0
8,4,79,8820,5.0602314,14.931136,0,0,0
8,4,81,8850,4.73661195,14.97584,0,0,0
8,4,83,8730,4.83467845,14.797024,0,0,0
8,4,83,8820,4.83467845,14.931136,0,0,0
8,4,84,8970,4.8052585,15.19936,0,0,0
8,4,85,8850,5.10926465,14.97584,0,0,0
8,4,85,8970,5.22694445,15.19936,0,0,0
8,4,86,8610,4.46202575,14.573504,0,0,0
8,4,88,8940,5.099458,15.154656,0,0,0
8,4,88,9150,5.3740442,15.512288,0,0,0
8,4,89,9000,5.10926465,15.244064,0,0,0
8,4,93,9060,5.2759777,15.333472,0,0,0
8,4,93,9240,5.46230405,15.6464,0,0,0
8,4,95,9390,5.8055368,15.914624,0,0,0
8,4,98,9150,5.24655775,15.512288,0,0,0
8,4,98,9180,5.48191735,15.556992,0,0,0
8,4,98,9390,5.71727695,15.914624,0,0,0
8,4,99,9090,5.1386846,15.378176,0,0,0
8,4,101,9330,5.50153065,15.780512,0,0,0
8,4,102,9420,5.57998385,15.959328,0,0,0
8,4,102,9810,6.1978028,16.629888,0,0,0
8,4,105,9540,6.0016698,16.138144,0,0,0
8,4,105,9600,6.10954295,16.272256,0,0,0
8,4,106,9570,5.61921045,16.182848,0,0,0
8,4,107,9540,6.0212831,16.138144,0,0,0
8,4,109,9660,5.69766365,16.361664,0,0,0
8,4,110,9300,5.5113373,15.735808,0,0,0
8,4,110,9600,5.6290171,16.272256,0,0,0
8,4,110,9690,6.0408964,16.406368,0,0,0
8,4,111,9510,5.8055368,16.09344,0,0,0
8,4,113,9820,6.276256,16.629888,0,0,0
8,4,121,9900,6.3547092,16.764,0,0,0
8,4,122,10020,6.46258235,16.98752,0,0,0
8,4,123,10980,6.3350959,18.596864,0,0,0
8,4,127,10140,6.73716855,17.166336,0,0,0
8,4,127,10140,6.79600845,17.166336,0,0,0
8,4,128,10110,6.472389,17.121632,0,0,0
8,4,129,9840,6.14876955,16.674592,0,0,0
8,4,133,10170,6.8450417,17.21104,0,0,0
8,4,134,10080,6.58026215,17.076928,0,0,0
8,4,134,10440,7.46286065,17.65808,0,0,0
8,4,135,10080,6.46258235,17.076928,0,0,0
8,4,135,10230,6.4920023,17.345152,0,0,0
8,4,135,10290,7.060788,17.43456,0,0,0
8,4,137,10110,6.54103555,17.121632,0,0,0
8,4,137,10350,7.1588545,17.523968,0,0,0
8,4,138,10620,7.2961476,17.971008,0,0,0
8,4,139,10380,6.71755525,17.568672,0,0,0
8,4,142,10380,6.668522,17.568672,0,0,0
8,4,143,10410,6.9627215,17.613376,0,0,0
8,4,143,10560,7.1980811,17.8816,0,0,0
8,4,147,10500,7.256921,17.792192,0,0,0
8,4,149,10290,6.63910205,17.43456,0,0,0
8,4,154,10530,6.89407495,17.836896,0,0,0
8,4,157,10890,7.7864801,18.418048,0,0,0
8,4,161,10440,7.0019481,17.65808,0,0,0
8,4,162,10890,7.89435325,18.418048,0,0,0
8,4,163,10920,7.8060934,18.507456,0,0,0
8,4,166,10860,7.7472535,18.373344,0,0,0
8,4,169,11100,7.84532,18.77568,0,0,0
8,4,171,11040,8.1591328,18.686272,0,0,0
8,4,171,11520,8.7083052,19.490944,0,0,0
8,4,176,11070,7.7472535,18.730976,0,0,0
8,4,178,10710,7.4726673,18.149824,0,0,0
8,4,179,11130,8.07087295,18.865088,0,0,0
8,4,180,11130,8.28661925,18.865088,0,0,0
8,4,184,11100,8.2768126,18.77568,0,0,0
8,4,188,11430,8.44352565,19.356832,0,0,0
8,4,194,11580,8.87501825,19.625056,0,0,0
8,4,197,11460,8.30623255,19.401536,0,0,0
8,4,200,10950,7.8649333,18.55216,0,0,0
8,4,207,11610,8.7475318,19.66976,0,0,0
8,4,213,11760,9.1790244,19.89328,0,0,0
8,4,214,11760,9.11037785,19.89328,0,0,0
8,4,223,11310,8.46313895,19.133312,0,0,0
8,4,228,11940,9.6497436,20.206208,0,0,0
8,4,228,12090,9.610517,20.474432,0,0,0
8,4,244,12420,10.2969825,21.01088,0,0,0
8,4,290,12300,10.787315,20.832064,0,0,0
8,4,360,13410,12.4936721,22.709632,0,0,0
8,4,414,14430,14.4157755,24.453088,0,0,0
8,4,416,14250,13.72931,24.14016,0,0,0
8,6,26,5160,1.765197,13.098272,0,0,0
8,6,27,5280,2.0986231,13.4112,0,0,0
8,6,30,5430,2.1182364,13.813536,0,0,0
8,6,32,5430,2.20649625,13.813536,0,0,0
8,6,35,5640,2.16726965,14.30528,0,0,0
8,6,38,5850,2.2359162,14.841728,0,0,0
8,6,38,5880,2.50069575,14.931136,0,0,0
8,6,38,5880,2.61837555,14.931136,0,0,0
8,6,38,5940,2.42224255,15.109952,0,0,0
8,6,41,5670,2.30456275,14.394688,0,0,0
8,6,42,6030,2.6477955,15.333472,0,0,0
8,6,44,5940,2.5693423,15.109952,0,0,0
8,6,45,6030,2.8047019,15.333472,0,0,0
8,6,45,6120,2.61837555,15.556992,0,0,0
8,6,45,6150,2.55953565,15.601696,0,0,0
8,6,46,5760,2.46146915,14.618208,0,0,0
8,6,48,5970,2.3339827,15.154656,136,887,35
8,6,48,6120,2.77528195,15.556992,0,0,0
8,6,48,6300,2.7262487,16.004032,0,0,0
8,6,49,6240,2.87334845,15.86992,0,0,0
8,6,49,6240,2.87334845,15.86992,0,0,0
8,6,50,6060,2.63798885,15.378176,0,0,0
8,6,51,6570,3.34406765,16.674592,0,0,0
8,6,52,6510,2.85373515,16.54048,0,0,0
8,6,53,6450,3.0596748,16.361664,0,0,0
8,6,53,6450,3.0596748,16.361664,0,0,0
8,6,54,6600,3.2165812,16.764,0,0,0
8,6,54,6630,2.97141495,16.853408,0,0,0
8,6,55,6540,3.10870805,16.629888,0,0,0
8,6,56,6540,3.18716125,16.629888,0,0,0
8,6,57,6390,2.93218835,16.227552,0,0,0
8,6,57,6450,3.16754795,16.361664,0,0,0
8,6,57,6450,3.16754795,16.361664,0,0,0
8,6,57,6630,3.4715541,16.853408,0,0,0
8,6,58,6330,2.93218835,16.09344,0,0,0
8,6,61,6450,3.01064155,16.361664,0,0,0
8,6,61,6690,3.2361945,16.98752,0,0,0
8,6,62,6660,3.2950344,16.898112,0,0,0
8,6,62,7020,3.87362675,17.836896,0,0,0
8,6,63,6360,3.04986815,16.138144,0,0,0
8,6,63,6780,3.42252085,17.21104,39,857,8
8,6,64,6780,3.26561445,17.21104,0,0,0
8,6,65,6870,3.34406765,17.43456,0,0,0
8,6,66,6900,3.30484105,17.523968,0,0,0
8,6,66,7170,4.10898635,18.194528,0,0,0
8,6,67,6780,3.4519408,17.21104,0,0,0
8,6,67,6990,3.4323275,17.747488,0,0,0
8,6,68,6600,3.1773546,16.764,0,0,0
8,6,69,6900,3.5696206,17.523968,0,0,0
8,6,69,6900,3.5696206,17.523968,0,0,0
8,6,71,6930,3.530394,17.613376,0,0,0
8,6,71,7020,3.726527,17.836896,0,0,0
8,6,71,7080,3.71672035,17.971008,0,0,0
8,6,71,7170,3.530394,18.194528,0,0,0
8,6,72,7200,3.6284605,18.283936,0,0,0
8,6,72,7230,3.7853669,18.373344,0,0,0
8,6,72,7350,3.97169325,18.686272,175,1235,0
8,6,74,7110,3.7069137,18.060416,0,0,0
8,6,74,7140,4.0599531,18.149824,0,0,0
8,6,76,7230,3.91285335,18.373344,0,0,0
8,6,76,7230,3.91285335,18.373344,0,0,0
8,6,76,7410,4.08937305,18.820384,0,0,0
8,6,77,6930,3.5892339,17.613376,0,0,0
8,6,77,7200,3.7853669,18.283936,0,0,0
8,6,80,7140,3.89324005,18.149824,0,0,0
8,6,80,7140,3.89324005,18.149824,0,0,0
8,6,81,7230,3.77556025,18.373344,0,0,0
8,6,83,6900,3.6480738,17.523968,0,0,0
8,6,83,7260,3.91285335,18.418048,0,0,0
8,6,83,7260,3.91285335,18.418048,0,0,0
8,6,83,7740,4.81506515,19.66976,0,0,0
8,6,84,7320,4.06975975,18.596864,0,0,0
8,6,84,7440,4.0403398,18.909792,0,0,0
8,6,86,7080,3.726527,17.971008,0,0,0
8,6,86,7440,4.16782625,18.909792,0,0,0
8,6,87,7140,3.6873004,18.149824,0,0,0
8,6,87,7440,3.9814999,18.909792,0,0,0
8,6,87,7500,3.97169325,19.043904,0,0,0
8,6,87,7500,4.0207265,19.043904,0,0,0
8,6,90,7350,4.12859965,18.686272,0,0,0
8,6,90,7560,4.3345393,19.22272,0,0,0
8,6,90,7650,4.3345393,19.44624,0,0,0
8,6,92,7470,4.2168595,18.954496,0,0,0
8,6,92,7470,4.2168595,18.954496,0,0,0
8,6,92,7800,4.1580196,19.803872,0,0,0
8,6,94,7520,4.65815875,19.088608,0,0,0
8,6,94,7590,4.30511935,19.267424,0,0,0
8,6,95,7800,4.26589275,19.803872,0,0,0
8,6,95,7800,4.3345393,19.803872,0,0,0
8,6,96,7890,4.63854545,20.027392,0,0,0
8,6,97,7710,4.4522191,19.580352,0,0,0
8,6,99,7710,4.511059,19.580352,0,0,0
8,6,100,7800,4.5502856,19.803872,0,0,0
8,6,101,7830,4.6483521,19.89328,0,0,0
8,6,101,7860,4.65815875,19.982688,0,0,0
8,6,101,7860,4.65815875,19.982688,0,0,0
8,6,102,7770,4.511059,19.714464,0,0,0
8,6,103,7560,4.30511935,19.22272,0,0,0
8,6,103,8220,5.1190713,20.876768,175,1235,0
8,6,104,8250,5.5113373,20.966176,0,0,0
8,6,105,7650,4.6091255,19.44624,0,0,0
8,6,105,7650,4.6091255,19.44624,0,0,0
8,6,106,7860,4.3541526,19.982688,136,887,35
8,6,107,7380,4.24627945,18.730976,0,0,0
8,6,107,7860,4.5698989,19.982688,0,0,0
8,6,107,7980,4.57970555,20.250912,0,0,0
8,6,108,7860,4.8248718,19.982688,39,857,8
8,6,108,8280,5.20733115,21.01088,0,0,0
8,6,109,7590,4.28550605,19.267424,0,0,0
8,6,111,7590,4.3541526,19.267424,0,0,0
8,6,111,8100,4.6483521,20.56384,0,0,0
8,6,113,7860,4.6091255,19.982688,0,0,0
8,6,113,7860,4.6091255,19.982688,0,0,0
8,6,114,7920,4.8052585,20.1168,0,0,0
8,6,114,8130,5.1190713,20.653248,0,0,0
8,6,115,8100,4.7464186,20.56384,0,0,0
8,6,115,8130,4.79545185,20.653248,0,0,0
8,6,115,8490,5.5897905,21.547328,0,0,0
8,6,118,7950,4.85429175,20.206208,0,0,0
8,6,118,7980,4.87390505,20.250912,0,0,0
8,6,118,7980,4.87390505,20.250912,0,0,0
8,6,118,8220,5.0210048,20.876768,0,0,0
8,6,120,8370,4.9817782,21.279104,0,0,0
8,6,121,8400,5.34462425,21.323808,0,0,0
8,6,122,8400,5.295591,21.323808,0,0,0
8,6,127,8370,5.295591,21.279104,0,0,0
8,6,127,8520,5.2759777,21.636736,0,0,0
8,6,130,8070,5.0013915,20.519136,0,0,0
8,6,130,8430,5.491724,21.413216,0,0,0
8,6,133,8370,5.3544309,21.279104,0,0,0
8,6,133,8520,5.54075725,21.636736,0,0,0
8,6,133,8520,5.54075725,21.636736,0,0,0
8,6,134,7980,4.87390505,20.250912,0,0,0
8,6,135,8610,5.6290171,21.860256,0,0,0
